DÍA		COMPRA 	DOLAR	VENTA 	DOLAR
19/10/2009	3.78	3.82	5.63	5.69
09/10/2009	3.78	3.82	5.56	5.62
08/10/2009	3.79	3.83	5.6	5.66
07/10/2009	3.79	3.83	5.56	5.62
06/10/2009	3.79	3.83	5.58	5.64
05/10/2009	3.8	3.84	5.57	5.62
02/10/2009	3.8	3.84	5.55	5.61
01/10/2009	3.8	3.84	5.53	5.58
30/09/2009	3.8	3.84	5.56	5.62
29/09/2009	3.8	3.84	5.54	5.6
28/09/2009	3.8	3.84	5.55	5.61
25/09/2009	3.79	3.83	5.56	5.62
24/09/2009	3.79	3.83	5.56	5.62
23/09/2009	3.79	3.83	5.61	5.67
21/09/2009	3.79	3.83	5.57	5.63
19/09/2009	3.79	3.83	5.59	5.64
17/09/2009	3.79	3.83	5.58	5.63
16/09/2009	3.78	3.82	5.57	5.63
15/09/2009	3.79	3.83	5.55	5.61
14/09/2009	3.8	3.84	5.55	5.61
11/09/2009	3.81	3.85	5.55	5.61
10/09/2009	3.81	3.85	5.56	5.62
09/09/2009	3.81	3.85	5.54	5.6
08/09/2009	3.81	3.85	5.52	5.58
07/09/2009	3.8	3.84	5.45	5.51
04/09/2009	3.8	3.84	5.44	5.5
03/09/2009	3.8	3.84	5.42	5.48
02/09/2009	3.8	3.84	5.43	5.49
01/09/2009	3.8	3.84	5.4	5.46
31/08/2009	3.81	3.85	5.46	5.52
28/08/2009	3.81	3.85	5.46	5.52
27/08/2009	3.8	3.84	5.43	5.49
26/08/2009	3.8	3.84	5.41	5.47
25/08/2009	3.81	3.85	5.45	5.51
24/08/2009	3.81	3.85	5.44	5.5
21/08/2009	3.8	3.84	5.45	5.51
20/08/2009	3.8	3.84	5.42	5.48
19/08/2009	3.8	3.84	5.42	5.47
18/08/2009	3.8	3.84	5.36	5.42
14/08/2009	3.8	3.84	5.38	5.44
13/08/2009	3.79	3.83	5.42	5.48
12/08/2009	3.79	3.83	5.39	5.45
11/08/2009	3.79	3.83	5.36	5.42
10/08/2009	3.78	3.82	5.34	3.4
07/08/2009	3.78	3.82	5.37	5.42
06/08/2009	3.78	3.82	5.42	5.48
05/08/2009	3.78	3.82	5.45	5.51
04/08/2009	3.78	3.82	5.45	5.5
03/08/2009	3.78	3.82	5.46	5.51
31/07/2009	3.79	3.83	5.4	5.46
30/07/2009	3.78	3.82	5.33	5.39
29/07/2009	3.78	3.82	5.3	5.35
28/07/2009	3.77	3.81	5.34	5.4
27/07/2009	3.77	3.81	5.35	5.41
24/07/2009	3.76	3.8	5.36	5.42
23/07/2009	3.76	3.8	5.35	5.41
22/07/2009	3.76	3.8	5.36	5.42
21/07/2009	3.76	3.8	5.34	5.39
20/07/2009	3.76	3.8	5.35	5.41
16/07/2009	3.76	3.8	5.31	5.37
15/07/2009	3.76	3.8	5.31	5.37
14/07/2009	3.76	3.8	5.24	5.3
13/07/2009	3.76	3.8	5.26	5.31
08/07/2009	3.76	3.8	5.21	5.27
07/07/2009	3.76	3.8	5.24	5.3
06/07/2009	3.76	3.8	5.24	5.3
03/07/2009	3.76	3.8	5.26	5.31
02/07/2009	3.76	3.8	5.27	5.32
01/07/2009	3.75	3.79	5.32	5.38
30/06/2009	3.75	3.79	5.26	5.32
29/06/2009	3.75	3.79	5.28	5.34
26/06/2009	3.75	3.79	5.29	5.34
25/06/2009	3.75	3.79	5.25	5.31
24/06/2009	3.75	3.79	5.24	5.3
23/06/2009	3.75	3.79	5.28	5.34
22/06/2009	3.74	3.78	5.18	5.24
19/06/2009	3.73	3.77	5.22	5.27
18/06/2009	3.72	3.76	5.19	5.25
17/06/2009	3.72	3.76	5.18	5.23
16/06/2009	3.72	3.76	5.18	5.23
12/06/2009	3.72	3.76	5.22	5.27
11/06/2009	3.72	3.76	5.26	5.31
10/06/2009	3.72	3.76	5.18	5.24
09/06/2009	3.72	3.76	5.21	5.27
08/06/2009	3.71	3.75	5.17	5.22
05/06/2009	3.71	3.75	5.2	5.25
04/06/2009	3.7	3.74	5.25	5.31
03/06/2009	3.7	3.74	5.22	5.28
02/06/2009	3.7	3.74	5.29	5.35
01/06/2009	3.7	3.74	5.26	5.31
29/05/2009	3.7	3.74	5.23	5.29
28/05/2009	3.7	3.74	5.16	5.22
27/05/2009	3.69	3.73	5.13	5.19
26/05/2009	3.69	3.73	5.16	5.22
22/05/2009	3.69	3.73	5.12	5.18
21/05/2009	3.69	3.73	5.12	5.18
20/05/2009	3.69	3.73	5.09	5.15
19/05/2009	3.68	3.72	5.02	5.08
18/05/2009	3.68	3.72	4.98	5.04
15/05/2009	3.68	3.72	4.97	5.02
14/05/2009	3.68	3.72	5.02	5.07
13/05/2009	3.68	3.72	5	5.05
12/05/2009	3.68	3.72	5.01	5.06
11/05/2009	3.68	3.72	5	5.05
08/05/2009	3.68	3.72	4.99	5.04
07/05/2009	3.68	3.72	4.92	4.97
06/05/2009	3.67	3.71	4.87	4.93
05/05/2009	3.65	3.69	4.87	4.93
04/05/2009	3.65	3.69	4.83	4.89
30/04/2009	3.67	3.71	4.86	4.91
29/04/2009	3.68	3.72	4.9	4.95
28/04/2009	3.67	3.71	4.82	4.87
27/04/2009	4.76	4.81	0	0
24/04/2009	3.65	3.69	4.84	4.9
23/04/2009	3.65	3.69	4.78	4.84
21/04/2009	3.65	3.69	4.73	4.78
20/04/2009	3.64	3.68	4.71	4.76
17/04/2009	3.64	3.68	4.75	4.8
16/04/2009	3.63	3.67	4.77	4.83
15/04/2009	3.68	3.72	4.97	5.02
14/04/2009	3.63	3.67	4.83	4.89
13/04/2009	3.64	3.68	4.86	4.91
08/04/2009	3.63	3.67	4.82	4.88
07/04/2009	3.63	3.67	4.81	4.86
06/04/2009	3.63	3.67	4.86	4.92
03/04/2009	3.65	3.69	4.9	4.96
01/04/2009	3.67	3.71	4.84	4.9
31/03/2009	3.68	3.72	4.87	4.92
30/03/2009	3.67	3.71	4.83	4.88
26/03/2009	3.65	3.69	4.95	5
25/03/2009	3.64	3.68	4.95	5
23/03/2009	3.64	3.68	4.97	5.02
20/03/2009	3.61	3.65	4.9	4.95
19/03/2009	3.6	3.64	4.93	4.98
18/03/2009	3.61	3.65	4.74	4.8
17/03/2009	3.6	3.64	4.68	4.73
16/03/2009	3.6	3.64	4.68	4.73
13/03/2009	3.61	3.65	4.65	4.7
12/03/2009	3.6	3.64	4.61	4.66
11/03/2009	3.6	3.64	4.6	4.63
10/03/2009	3.59	3.63	4.58	4.63
09/03/2009	3.59	3.63	4.54	4.59
06/03/2009	3.59	3.63	4.56	4.59
05/03/2009	3.58	3.62	4.49	4.54
04/03/2009	3.57	3.61	4.51	4.56
03/03/2009	3.57	3.61	4.48	4.53
02/03/2009	3.56	3.6	4.47	4.52
27/02/2009	3.52	3.56	4.46	4.51
26/02/2009	3.51	3.55	4.49	4.54
25/02/2009	3.51	3.55	4.47	4.53
24/02/2009	3.51	3.55	4.48	4.53
23/02/2009	3.5	3.54	4.46	4.51
20/02/2009	3.49	3.53	4.41	4.46
19/02/2009	3.49	3.53	4.42	4.47
18/02/2009	3.47	3.51	4.34	4.39
17/02/2009	3.46	3.5	4.35	4.4
16/02/2009	3.45	3.49	4.41	4.46
12/02/2009	3.45	3.49	4.43	4.48
11/02/2009	3.45	3.49	4.45	4.5
10/02/2009	3.44	3.48	4.46	4.51
09/02/2009	3.44	3.48	4.43	4.48
06/02/2009	3.44	3.48	4.43	4.48
05/02/2009	3.44	3.48	4.42	4.47
04/02/2009	3.447	3.487	4.428	4.8
03/02/2009	3.46	3.5	4.49	4.55
02/02/2009	3.45	3.49	4.42	4.47
30/01/2009	3.448	3.488	4.41	4.468
29/01/2009	3.44	3.48	4.489	4.54
28/01/2009	3.448	3.488	4.56	4.61
27/01/2009	3.44	3.48	4.53	4.588
26/01/2009	3.44	3.48	4.53	4.58
23/01/2009	3.43	3.47	4.41	4.47
22/01/2009	3.43	3.47	4.44	4.49
21/01/2009	3.43	3.47	4.41	4.47
20/01/2009	3.42	3.46	4.42	4.47
19/01/2009	3.41	3.45	4.48	4.53
16/01/2009	3.41	3.45	4.52	4.57
15/01/2009	3.41	3.45	4.46	4.51
14/01/2009	3.41	3.45	4.48	4.54
13/01/2009	3.41	3.45	4.5	4.55
12/01/2009	3.4	3.44	4.55	4.6
09/01/2009	3.4	3.44	4.59	4.64
08/01/2009	3.41	3.45	4.67	4.72
07/01/2009	3.41	3.45	4.67	4.72
06/01/2009	3.41	3.45	4.58	4.63
05/01/2009	3.41	3.45	4.63	4.68
02/01/2009	3.41	3.45	4.76	4.82
31/12/2008	3.41	3.45	4.76	4.82
30/12/2008	3.41	3.45	4.81	4.86
29/12/2008	3.4	3.44	4.84	4.9
26/12/2008	3.4	3.44	4.77	4.83
25/12/2008	3.4	3.44	4.75	4.8
24/12/2008	3.39	3.43	4.75	4.8
23/12/2008	3.39	3.43	4.73	4.79
22/12/2008	3.38	3.42	4.71	4.77
19/12/2008	3.37	3.41	4.68	4.74
18/12/2008	3.36	3.4	4.8	4.86
17/12/2008	3.36	3.4	4.81	4.87
16/12/2008	3.36	3.4	4.64	4.69
15/12/2008	3.38	3.42	4.6	4.66
12/12/2008	3.38	3.42	4.5	4.52
11/12/2008	3.37	3.41	4.47	4.52
10/12/2008	3.37	3.41	4.39	4.44
09/12/2008	3.39	3.43	4.39	4.44
05/12/2008	3.42	3.46	4.33	4.38
04/12/2008	3.4	3.44	4.36	4.41
03/12/2008	3.36	3.4	4.26	4.31
02/12/2008	3.35	3.39	4.26	4.31
01/12/2008	3.34	3.38	4.22	4.27
28/11/2008	3.33	3.37	4.22	4.27
27/11/2008	3.32	3.36	4.27	4.32
26/11/2008	3.3	3.34	4.24	4.3
25/11/2008	3.3	3.34	4.29	4.34
24/11/2008	3.29	3.33	4.23	4.28
21/11/2008	3.33	3.36	4.12	4.17
20/11/2008	3.28	3.32	4.11	4.16
19/11/2008	3.28	3.32	4.14	4.19
18/11/2008	3.28	3.32	4.15	4.2
17/11/2008	3.27	3.31	4.16	4.21
14/11/2008	3.27	3.31	4.16	4.21
13/11/2008	3.27	3.31	4.09	4.14
12/11/2008	3.26	3.3	4.09	4.14
11/11/2008	3.26	3.3	4.09	4.15
10/11/2008	3.26	3.3	4.15	4.21
07/11/2008	3.26	3.307	4.16	4.21
05/11/2008	3.27	3.31	4.25	4.3
04/11/2008	3.24	3.28	4.21	4.26
03/11/2008	3.34	3.38	4.25	4.3
31/10/2008	3.34	3.38	4.26	4.31
30/10/2008	3.34	3.38	4.31	4.36
