"Fecha","Tipo de dólar","Precio de venta","Precio de compra"
"28/11/2013","Informal","9.630","9.580"
"2/12/2013","Casas de cambio","6.160","6.140"
"2/12/2013","Informal","9.180","9.100"
"3/12/2013","Casas de cambio","6.170","6.140"
"3/12/2013","Informal","9.300","9.200"
"4/12/2013","Casas de cambio","6.205","6.155"
"4/12/2013","Informal","9.600","9.540"
"5/12/2013","Casas de cambio","6.240","6.190"
"5/12/2013","Informal","9.500","9.450"
"9/12/2013","Casas de cambio","6.240","6.190"
"9/12/2013","Informal","9.500","9.450"
"10/12/2013","Casas de cambio","6.260","6.210"
"10/12/2013","Informal","9.580","9.500"
"11/12/2013","Casas de cambio","6.270","6.220"
"11/12/2013","Informal","9.550","9.470"
"12/12/2013","Casas de cambio","6.280","6.230"
"12/12/2013","Informal","9.570","9.500"
"13/12/2013","Casas de cambio","6.290","6.250"
"13/12/2013","Informal","9.550","9.500"
"16/12/2013","Casas de cambio","6.300","6.250"
"16/12/2013","Informal","9.600","9.520"
"19/12/2013","Casas de cambio","6.405","6.355"
"19/12/2013","Informal","9.730","9.680"
"20/12/2013","Casas de cambio","6.420","6.370"
"20/12/2013","Informal","9.650","9.600"
"23/12/2013","Casas de cambio","6.430","6.380"
"23/12/2013","Informal","9.650","9.600"
"26/12/2013","Casas de cambio","6.450","6.400"
"26/12/2013","Informal","9.700","9.650"
"27/12/2013","Casas de cambio","6.450","6.500"
"27/12/2013","Informal","9.920","9.970"
"30/12/2013","Casas de cambio","6.520","6.470"
"30/12/2013","Informal","10.000","9.800"
"2/01/2014","Casas de cambio","6.545","6.495"
"2/01/2014","Informal","10.000","9.950"
"3/01/2014","Casas de cambio","6.565","6.515"
"3/01/2014","Informal","10.170","10.120"
"6/01/2014","Casas de cambio","6.565","6.515"
"6/01/2014","Informal","10.300","10.250"
"7/01/2014","Casas de cambio","6.610","6.560"
"7/01/2014","Informal","10.900","10.700"
"8/01/2014","Casas de cambio","6.615","6.565"
"8/01/2014","Informal","10.700","10.650"
"9/01/2014","Casas de cambio","6.630","6.580"
"9/01/2014","Informal","10.800","10.600"
"10/01/2014","Casas de cambio","6.655","6.605"
"10/01/2014","Informal","10.800","10.750"
"13/01/2014","Casas de cambio","6.680","6.630"
"13/01/2014","Informal","10.790","10.750"
"14/01/2014","Casas de cambio","6.720","6.670"
"14/01/2014","Informal","10.950","10.870"
"15/01/2014","Casas de cambio","6.760","6.720"
"15/01/2014","Informal","11.210","11.150"
"16/01/2014","Casas de cambio","6.790","6.740"
"16/01/2014","Informal","11.410","11.380"
"17/01/2014","Casas de cambio","6.815","6.765"
"17/01/2014","Informal","11.800","11.750"
"20/01/2014","Casas de cambio","6.840","6.790"
"20/01/2014","Informal","11.650","11.600"
"21/01/2014","Casas de cambio","6.900","6.850"
"21/01/2014","Informal","11.850","11.700"
"22/01/2014","Casas de cambio","7.140","7.100"
"22/01/2014","Informal","12.150","12.000"
"23/01/2014","Casas de cambio","8.000","7.950"
"23/01/2014","Informal","13.000","12.800"
"24/01/2014","Casas de cambio","8.000","7.850"
"24/01/2014","Informal","11.700","11.000"
"27/01/2014","Casas de cambio","8.015","8.010"
"27/01/2014","Informal","12.150","11.300"
"28/01/2014","Casas de cambio","8.020","7.920"
"28/01/2014","Informal","12.500","11.6"
"29/01/2014","Casas de cambio","8.020","7.870"
"29/01/2014","Informal","12.900","12.3"
"30/01/2014","Casas de cambio","8.030","7.980"
"30/01/2014","Informal","12.750","12.700"
"31/01/2014","Casas de cambio","8.025","7.975"
"31/01/2014","Informal","12.650","11.000"
"3/02/2014","Casas de cambio","8.025","8.010"
"3/02/2014","Informal","12.550","12.000"
"4/02/2014","Casas de cambio","8.015","7.960"
"4/02/2014","Informal","12.550","12.000"
"5/02/2014","Casas de cambio","7.950","7.820"
"5/02/2014","Informal","12.500","12.300"
"6/02/2014","Casas de cambio","7.910","7.860"
"6/02/2014","Informal","12.400","11.400"
"7/02/2014","Casas de cambio","7.870","7.820"
"7/02/2014","Informal","12.250","11.750"
"10/02/2014","Casas de cambio","7.850","7.800"
"10/02/2014","Informal","11.850","11.750"
"11/02/2014","Casas de cambio","7.830","7.730"
"11/02/2014","Informal","11.700","11.400"
"12/02/2014","Casas de cambio","7.830","7.730"
"12/02/2014","Informal","12.100","12.000"
"13/02/2014","Casas de cambio","7.820","7.730"
"13/02/2014","Informal","12.150","12.500"
"14/02/2014","Casas de cambio","7.800","7.750"
"14/02/2014","Informal","11.700","11.600"
"17/02/2014","Casas de cambio","7.790","7.740"
"17/02/2014","Informal","11.720","11.620"
"18/02/2014","Casas de cambio","7.780","7.730"
"18/02/2014","Informal","11.780","11.680"
"19/02/2014","Casas de cambio","7.770","7.720"
"19/02/2014","Informal","11.800","11.700"
"20/02/2014","Casas de cambio","7.800","7.750"
"20/02/2014","Informal","11.800","11.700"
"24/02/2014","Casas de cambio","7.840","7.790"
"24/02/2014","Informal","11.750","11.650"
"25/02/2014","Casas de cambio","7.870","7.820"
"25/02/2014","Informal","11.650","11.550"
"26/02/2014","Casas de cambio","7.890","7.840"
"26/02/2014","Informal","11.550","11.500"
"27/02/2014","Casas de cambio","7.890","7.840"
"27/02/2014","Informal","11.550","11.500"
"28/02/2014","Casas de cambio","7.895","7.835"
"28/02/2014","Informal","11.250","11.200"
"5/03/2014","Casas de cambio","7.900","7.800"
"5/03/2014","Informal","10.550","10.500"
"6/03/2014","Casas de cambio","7.900","7.800"
"6/03/2014","Informal","11.000","10.800"
"7-mar.-2014","Casas de cambio","7.900","7.800"
"7-mar.-2014","Informal","11.150","11.100"
"10/03/2014","Casas de cambio","7.870","7.820"
"10/03/2014","Informal","11.050","10.950"
"11/03/2014","Casas de cambio","7.870","7.820"
"11/03/2014","Informal","11.050","10.950"
"12/03/2014","Casas de cambio","7.890","7.840"
"12/03/2014","Informal","10.850","10.700"
"13/03/2014","Casas de cambio","7.880","7.830"
"13/03/2014","Informal","10.900","10.800"
"17/03/2014","Casas de cambio","7.920","7.870"
"17/03/2014","Informal","10.950","10.850"
"18/03/2014","Casas de cambio","7.930","7.880"
"18/03/2014","Informal","10.900","10.800"
"18/03/2014","Bolsa","10.090","10.090"
"19/03/2014","Casas de cambio","7.960","7.910"
"19/03/2014","Informal","10.900","10.800"
"19/03/2014","Bolsa","10.080","10.080"
"20/03/2014","Casas de cambio","7.960","7.910"
"20/03/2014","Informal","10.900","10.800"
"20/03/2014","Bolsa","10.080","10.080"
"21/03/2014","Casas de cambio","7.995","7.945"
"21/03/2014","Informal","10.950","10.850"
"25/03/2014","Casas de cambio","8.020","7.920"
"25/03/2014","Informal","10.900","10.800"
"25/03/2014","Bolsa","10.220","10.220"
"26/03/2014","Casas de cambio","8.030","7.930"
"26/03/2014","Informal","10.900","10.800"
"26/03/2014","Bolsa","10.340","10.340"
"27/03/2014","Casas de cambio","8.010","7.910"
"27/03/2014","Informal","10.900","10.800"
"27/03/2014","Bolsa","10.400","10.400"
"31/03/2014","Casas de cambio","8.010","7.916"
"31/03/2014","Informal","10.850","10.750"
"31/03/2014","Bolsa","10.170","10.170"
"3/04/2014","Casas de cambio","8.010","7.960"
"3/04/2014","Informal","10.800","10.700"
"3/04/2014","Bolsa","10.340","10.340"
"7/04/2014","Casas de cambio","8.010","7.960"
"7/04/2014","Informal","10.700","10.600"
"7/04/2014","Bolsa","10.130","10.130"
"8/04/2014","Casas de cambio","8.030","7.960"
"8/04/2014","Informal","10.400","10.300"
"8/04/2014","Bolsa","9.870","9.870"
"9/04/2014","Casas de cambio","8.030","7.960"
"9/04/2014","Informal","10.300","10.200"
"9/04/2014","Bolsa","9.860","9.860"
"10/04/2014","Casas de cambio","8.010","7.960"
"10/04/2014","Informal","10.300","10.200"
"10/04/2014","Bolsa","9.840","9.840"
"14/04/2014","Casas de cambio","8.010","7.960"
"14/04/2014","Informal","10.380","10.280"
"14/04/2014","Bolsa","9.980","9.980"
"15/04/2014","Casas de cambio","8.030","7.960"
"15/04/2014","Informal","10.450","10.250"
"15/04/2014","Bolsa","10.030","10.030"
"16/04/2014","Casas de cambio","8.010","7.960"
"16/04/2014","Informal","10.400","10.250"
"16/04/2014","Bolsa","10.000","10.000"
"21/04/2014","Casas de cambio","8.010","7.960"
"21/04/2014","Informal","10.400","10.250"
"21/04/2014","Bolsa","10.000","10.000"
"22/04/2014","Casas de cambio","8.010","7.960"
"22/04/2014","Informal","10.400","10.250"
"22/04/2014","Bolsa","9.940","9.940"
"23/04/2014","Casas de cambio","8.030","7.930"
"23/04/2014","Informal","10.550","10.350"
"23/04/2014","Bolsa","9.840","9.840"
"24/04/2014","Casas de cambio","8.010","7.960"
"24/04/2014","Informal","10.500","10.400"
"24/04/2014","Bolsa","9.840","9.840"
"28/04/2014","Casas de cambio","8.010","7.960"
"28/04/2014","Informal","10.750","10.650"
"28/04/2014","Bolsa","9.970","9.970"
"29/04/2014","Casas de cambio","8.010","7.960"
"29/04/2014","Informal","10.700","10.600"
"29/04/2014","Bolsa","9.970","9.970"
"30/04/2014","Casas de cambio","8.030","7.960"
"30/04/2014","Informal","10.500","10.300"
"30/04/2014","Bolsa","9.970","9.970"
"5/05/2014","Casas de cambio","8.010","7.960"
"5/05/2014","Informal","10.550","10.350"
"5/05/2014","Bolsa","10.220","10.220"
"6/05/2014","Casas de cambio","8.010","7.960"
"6/05/2014","Informal","10.500","10.300"
"6/05/2014","Bolsa","10.170","10.170"
"7/05/2014","Casas de cambio","8.030","7.960"
"7/05/2014","Informal","10.700","10.500"
"7/05/2014","Bolsa","10.070","10.070"
"8/05/2014","Casas de cambio","8.010","7.960"
"8/05/2014","Informal","10.750","10.550"
"8/05/2014","Bolsa","10.030","10.030"
"9/05/2014","Casas de cambio","8.020","7.970"
"9/05/2014","Informal","10.700","10.600"
"12/05/2014","Casas de cambio","8.020","7.960"
"12/05/2014","Informal","10.600","10.400"
"12/05/2014","Bolsa","10.030","10.030"
"13/05/2014","Casas de cambio","8.040","7.970"
"13/05/2014","Informal","10.800","10.600"
"13/05/2014","Bolsa","10.030","10.030"
"14/05/2014","Casas de cambio","8.040","7.970"
"14/05/2014","Informal","10.750","10.650"
"14/05/2014","Bolsa","10.050","10.050"
"15/05/2014","Casas de cambio","8.080","7.980"
"15/05/2014","Informal","10.900","10.750"
"15/05/2014","Bolsa","10.770","10.770"
"16/05/2014","Casas de cambio","8.080","8.020"
"16/05/2014","Informal","11.000","10.900"
"19/05/2014","Casas de cambio","8.100","8.020"
"19/05/2014","Informal","11.300","11.100"
"19/05/2014","Bolsa","11.200","11.200"
"20/05/2014","Casas de cambio","8.090","8.020"
"20/05/2014","Informal","11.700","11.500"
"20/05/2014","Bolsa","11.240","11.240"
"21/05/2014","Casas de cambio","8.090","7.990"
"21/05/2014","Informal","12.100","12.000"
"21/05/2014","Bolsa","11.370","11.370"
"22/05/2014","Casas de cambio","8.070","7.990"
"22/05/2014","Informal","11.900","11.800"
"22/05/2014","Bolsa","11.370","11.370"
"23/05/2014","Casas de cambio","8.075","8.025"
"23/05/2014","Informal","11.370","11.270"
"26/05/2014","Casas de cambio","8.080","7.990"
"26/05/2014","Informal","11.500","11.400"
"26/05/2014","Bolsa","11.210","11.210"
"27/05/2014","Casas de cambio","8.110","8.010"
"27/05/2014","Informal","11.700","11.500"
"27/05/2014","Bolsa","11.440","11.440"
"28/05/2014","Casas de cambio","8.080","8.010"
"28/05/2014","Informal","11.950","11.650"
"28/05/2014","Bolsa","11.470","11.470"
"29/05/2014","Casas de cambio","8.090","8.020"
"29/05/2014","Informal","11.800","11.700"
"29/05/2014","Bolsa","11.360","11.360"
"30/05/2014","Casas de cambio","8.095","8.045"
"30/05/2014","Informal","11.400","11.300"
"2/06/2014","Casas de cambio","8.100","8.050"
"2/06/2014","Informal","11.400","11.300"
"2/06/2014","Bolsa","11.360","11.360"
"3/06/2014","Casas de cambio","8.110","8.060"
"3/06/2014","Informal","11.500","11.400"
"3/06/2014","Bolsa","10.900","10.900"
"4/06/2014","Casas de cambio","8.120","8.070"
"4/06/2014","Informal","11.550","11.450"
"4/06/2014","Bolsa","10.900","10.900"
"5/06/2014","Casas de cambio","8.140","8.090"
"5/06/2014","Informal","11.550","11.450"
"5/06/2014","Bolsa","10.900","10.900"
"6/06/2014","Casas de cambio","8.150","8.090"
"6/06/2014","Informal","11.550","11.450"
"6/06/2014","Bolsa","10.900","10.900"
"10/06/2014","Casas de cambio","8.150","8.100"
"10/06/2014","Informal","11.600","11.500"
"11/06/2014","Casas de cambio","8.150","8.100"
"11/06/2014","Informal","11.600","11.500"
"12/06/2014","Casas de cambio","8.150","8.100"
"12/06/2014","Informal","11.600","11.500"
"13/06/2014","Casas de cambio","8.150","8.100"
"13/06/2014","Informal","11.650","11.6"
"16/06/2014","Casas de cambio","8.150","8.110"
"16/06/2014","Informal","11.850","11.750"
"17/06/2014","Casas de cambio","8.150","8.100"
"17/06/2014","Informal","12.200","12.150"
"17/06/2014","Bolsa","11.560","11.520"
"18/06/2014","Casas de cambio","8.150","8.100"
"18/06/2014","Informal","12.300","12.200"
"18/06/2014","Bolsa","11.540","11.540"
"19/06/2014","Casas de cambio","8.150","8.100"
"19/06/2014","Informal","12.400","12.350"
"19/06/2014","Bolsa","11.240","11.240"
"23/06/2014","Casas de cambio","8.150","8.100"
"23/06/2014","Informal","11.800","11.700"
"23/06/2014","Bolsa","11.060","11.060"
"24/06/2014","Casas de cambio","8.150","8.100"
"24/06/2014","Informal","12.000","11.900"
"24/06/2014","Bolsa","10.800","10.800"
"25/06/2014","Casas de cambio","8.150","8.100"
"25/06/2014","Informal","12.050","12.000"
"25/06/2014","Bolsa","11.060","11.060"
"26/06/2014","Casas de cambio","8.150","8.100"
"26/06/2014","Informal","12.050","12.000"
"26/06/2014","Bolsa","10.960","10.960"
"27/06/2014","Casas de cambio","8.150","8.100"
"27/06/2014","Informal","12.150","12.050"
"30/06/2014","Casas de cambio","8.150","8.100"
"30/06/2014","Informal","12.100","12.000"
"30/06/2014","Bolsa","11.100","11.100"
"1/07/2014","Casas de cambio","8.150","8.100"
"1/07/2014","Informal","12.050","12.000"
"2/07/2014","Casas de cambio","8.160","8.110"
"2/07/2014","Informal","12.000","11.800"
"2/07/2014","Bolsa","11.070","11.070"
"3/07/2014","Casas de cambio","8.150","8.100"
"3/07/2014","Informal","11.950","11.850"
"4/07/2014","Casas de cambio","8.150","8.100"
"4/07/2014","Informal","11.950","11.850"
"7/07/2014","Casas de cambio","8.160","8.110"
"7/07/2014","Informal","11.950","11.850"
"7/07/2014","Bolsa","10.880","10.880"
"8/07/2014","Casas de cambio","8.160","8.110"
"8/07/2014","Informal","11.950","11.850"
"8/07/2014","Bolsa","10.880","10.880"
"10/07/2014","Casas de cambio","8.170","8.120"
"10/07/2014","Informal","12.000","11.900"
"10/07/2014","Bolsa","10.600","10.600"
"11/07/2014","Casas de cambio","8.170","8.110"
"11/07/2014","Informal","11.900","11.800"
"14/07/2014","Casas de cambio","8.170","8.120"
"14/07/2014","Informal","12.000","11.900"
"14/07/2014","Bolsa","10.920","10.920"
"15/07/2014","Casas de cambio","8.170","8.120"
"15/07/2014","Informal","12.100","12.000"
"15/07/2014","Bolsa","10.940","10.940"
"16/07/2014","Casas de cambio","8.170","8.120"
"16/07/2014","Informal","12.200","12.100"
"17/07/2014","Casas de cambio","8.170","8.120"
"17/07/2014","Informal","12.250","12.150"
"17/07/2014","Bolsa","11.110","11.110"
"18/07/2014","Casas de cambio","8.170","8.120"
"18/07/2014","Informal","12.250","12.150"
"21/07/2014","Casas de cambio","8.180","8.130"
"21/07/2014","Informal","12.200","12.100"
"21/07/2014","Bolsa","11.110","11.110"
"22/07/2014","Casas de cambio","8.180","8.130"
"22/07/2014","Informal","12.500","12.300"
"22/07/2014","Bolsa","11.060","11.060"
"23/07/2014","Casas de cambio","8.180","8.130"
"23/07/2014","Informal","12.600","12.300"
"23/07/2014","Bolsa","11.100","11.100"
"24/07/2014","Casas de cambio","8.180","8.130"
"24/07/2014","Informal","12.550","12.300"
"24/07/2014","Bolsa","11.100","11.100"
"25/07/2014","Casas de cambio","8.190","8.140"
"25/07/2014","Informal","12.600","12.500"
"28/07/2014","Casas de cambio","8.200","8.150"
"28/07/2014","Informal","12.900","12.800"
"29/07/2014","Casas de cambio","8.210","8.160"
"29/07/2014","Informal","12.800","12.700"
"30/07/2014","Casas de cambio","8.220","8.180"
"30/07/2014","Informal","12.300","12.150"
"30/07/2014","Bolsa","11.020","11.020"
"31/07/2014","Casas de cambio","8.220","8.120"
"31/07/2014","Informal","12.800","12.600"
"31/07/2014","Bolsa","11.310","11.310"
"1/08/2014","Casas de cambio","8.230","8.180"
"1/08/2014","Informal","12.700","12.600"
"4/08/2014","Casas de cambio","8.280","8.230"
"4/08/2014","Informal","12.700","12.600"
"4/08/2014","Bolsa","11.310","11.310"
"5/08/2014","Casas de cambio","8.280","8.230"
"5/08/2014","Informal","12.700","12.600"
"5/08/2014","Bolsa","11.310","11.310"
"6/08/2014","Casas de cambio","8.280","8.270"
"6/08/2014","Informal","12.800","12.700"
"6/08/2014","Bolsa","11.670","11.670"
"7/08/2014","Casas de cambio","8.280","8.270"
"7/08/2014","Informal","12.800","12.700"
"7/08/2014","Bolsa","11.670","11.670"
"11/08/2014","Casas de cambio","8.290","8.270"
"11/08/2014","Informal","12.800","12.700"
"11/08/2014","Bolsa","11.670","11.670"
"12/08/2014","Casas de cambio","8.290","8.270"
"12/08/2014","Informal","12.800","12.700"
"12/08/2014","Bolsa","12.500","11.670"
"13/08/2014","Casas de cambio","8.290","8.240"
"13/08/2014","Informal","13.150","12.950"
"13/08/2014","Bolsa","12.600","12.600"
"14/08/2014","Casas de cambio","8.290","8.240"
"14/08/2014","Informal","13.250","13.150"
"14/08/2014","Bolsa","12.600","12.600"
"15/08/2014","Casas de cambio","8.290","8.240"
"15/08/2014","Informal","13.200","13.100"
"19/08/2014","Casas de cambio","8.300","8.250"
"19/08/2014","Informal","13.200","13.100"
"19/08/2014","Bolsa","12.470","12.470"
"20/08/2014","Casas de cambio","8.330","8.230"
"20/08/2014","Informal","13.400","13.200"
"20/08/2014","Bolsa","12.870","12.870"
"21/08/2014","Casas de cambio","8.400","8.350"
"21/08/2014","Informal","13.950","13.850"
"21/08/2014","Bolsa","13.190","13.190"
"22/08/2014","Casas de cambio","8.440","8.370"
"22/08/2014","Informal","13.880","13.600"
"25/08/2014","Casas de cambio","8.440","8.400"
"25/08/2014","Informal","13.980","13.880"
"25/08/2014","Bolsa","13.160","13.160"
"26/08/2014","Casas de cambio","8.420","8.370"
"26/08/2014","Informal","14.200","13.950"
"26/08/2014","Bolsa","13.370","13.370"
"27/08/2014","Casas de cambio","8.420","8.370"
"27/08/2014","Informal","14.380","14.280"
"27/08/2014","Bolsa","13.810","13.810"
"28/08/2014","Casas de cambio","8.420","8.370"
"28/08/2014","Informal","14.400","14.200"
"28/08/2014","Bolsa","13.090","13.090"
"29/08/2014","Casas de cambio","8.420","8.370"
"29/08/2014","Informal","14.050","13.950"
"29/08/2014","Bolsa","13.090","13.090"
"1/09/2014","Casas de cambio","8.420","8.370"
"1/09/2014","Informal","14.200","14.100"
"1/09/2014","Bolsa","13.090","13.090"
"2/09/2014","Casas de cambio","8.420","8.370"
"2/09/2014","Informal","14.250","14.150"
"2/09/2014","Bolsa","13.060","13.060"
"3/09/2014","Casas de cambio","8.420","8.370"
"3/09/2014","Informal","14.200","14.100"
"3/09/2014","Bolsa","13.060","13.060"
"4/09/2014","Casas de cambio","8.420","8.370"
"4/09/2014","Informal","14.000","13.900"
"4/09/2014","Bolsa","13.060","13.060"
"8/09/2014","Casas de cambio","8.420","8.370"
"8/09/2014","Informal","14.150","14.050"
"8/09/2014","Bolsa","12.610","12.610"
"9/09/2014","Casas de cambio","8.420","8.370"
"9/09/2014","Informal","14.250","14.150"
"9/09/2014","Bolsa","13.490","13.490"
"10/09/2014","Casas de cambio","8.420","8.370"
"10/09/2014","Informal","14.250","14.150"
"10/09/2014","Bolsa","13.490","13.490"
"11/09/2014","Casas de cambio","8.420","8.370"
"11/09/2014","Informal","14.250","14.150"
"11/09/2014","Bolsa","13.640","13.640"
"15/09/2014","Casas de cambio","8.420","8.370"
"15/09/2014","Informal","14.450","14.250"
"15/09/2014","Bolsa","13.640","13.640"
"16/09/2014","Casas de cambio","8.420","8.370"
"16/09/2014","Informal","14.700","14.500"
"16/09/2014","Bolsa","13.640","13.640"
"17/09/2014","Casas de cambio","8.430","8.370"
"17/09/2014","Informal","15.000","14.800"
"18/09/2014","Casas de cambio","8.430","8.380"
"18/09/2014","Informal","15.100","15.000"
"18/09/2014","Bolsa","13.640","13.640"
"19/09/2014","Casas de cambio","8.430","8.380"
"19/09/2014","Informal","15.000","14.900"
"22/09/2014","Casas de cambio","8.450","8.400"
"22/09/2014","Informal","15.150","15.050"
"23/09/2014","Casas de cambio","8.430","8.400"
"23/09/2014","Informal","15.450","15.200"
"23/09/2014","Bolsa","14.710","14.710"
"24/09/2014","Casas de cambio","8.430","8.400"
"24/09/2014","Informal","15.800","15.600"
"25/09/2014","Casas de cambio","8.420","8.390"
"25/09/2014","Informal","15.780","15.500"
"25/09/2014","Bolsa","14.470","14.470"
"26/09/2014","Casas de cambio","8.460","8.410"
"26/09/2014","Informal","15.750","15.650"
"26/09/2014","Bolsa","14.860","14.860"
"29/09/2014","Informal","15.600","15.650"
"29/09/2014","Bolsa","15.020","14.860"
"29/09/2014","Casas de cambio","8.480","8.410"
"30/09/2014","Casas de cambio","8.430","8.400"
"30/09/2014","Informal","15.670","15.500"
"30/09/2014","Bolsa","15.050","15.050"
"1/10/2014","Casas de cambio","8.450","8.330"
"1/10/2014","Informal","15.650","15.450"
"1/10/2014","Bolsa","14.540","14.540"
"2/10/2014","Casas de cambio","8.440","8.330"
"2/10/2014","Informal","15.600","15.400"
"2/10/2014","Bolsa","14.200","14.200"
"3/10/2014","Casas de cambio","8.480","8.430"
"3/10/2014","Informal","15.300","15.200"
"3/10/2014","Bolsa","14.130","14.070"
"6/10/2014","Casas de cambio","8.470","8.430"
"6/10/2014","Informal","14.950","14.600"
"6/10/2014","Bolsa","13.900","13.900"
"7/10/2014","Casas de cambio","8.470","8.430"
"7/10/2014","Informal","14.700","14.500"
"7/10/2014","Bolsa","13.820","13.820"
"8/10/2014","Casas de cambio","8.480","8.430"
"8/10/2014","Informal","14.650","14.500"
"8/10/2014","Bolsa","13.830","13.830"
"9/10/2014","Casas de cambio","8.480","8.430"
"9/10/2014","Informal","14.800","14.600"
"9/10/2014","Bolsa","13.280","13.280"
"10/10/2014","Casas de cambio","8.480","8.430"
"10/10/2014","Informal","14.830","14.600"
"10/10/2014","Bolsa","13.280","13.280"
"14/10/2014","Casas de cambio","8.480","8.430"
"14/10/2014","Informal","14.800","14.600"
"14/10/2014","Bolsa","13.100","13.100"
"15/10/2014","Casas de cambio","8.480","8.430"
"15/10/2014","Informal","14.730","14.700"
"15/10/2014","Bolsa","13.150","13.150"
"16/10/2014","Casas de cambio","8.480","8.430"
"16/10/2014","Informal","14.700","14.670"
"16/10/2014","Bolsa","13.530","13.150"
"17/10/2014","Casas de cambio","8.480","8.440"
"17/10/2014","Informal","14.700","14.650"
"17/10/2014","Bolsa","13.520","13.150"
"20/10/2014","Casas de cambio","8.480","8.440"
"20/10/2014","Informal","14.800","14.600"
"20/10/2014","Bolsa","13.700","13.700"
"21/10/2014","Casas de cambio","8.480","8.450"
"21/10/2014","Informal","14.680","14.580"
"21/10/2014","Bolsa","13.630","13.630"
"22/10/2014","Casas de cambio","8.500","8.460"
"22/10/2014","Informal","14.700","14.600"
"22/10/2014","Bolsa","13.590","13.590"
"23/10/2014","Casas de cambio","8.490","8.490"
"23/10/2014","Informal","14.690","14.580"
"23/10/2014","Bolsa","13.270","13.270"
"24/10/2014","Casas de cambio","8.490","8.490"
"24/10/2014","Informal","14.700","14.580"
"24/10/2014","Bolsa","13.370","13.370"
"27/10/2014","Casas de cambio","8.500","8.490"
"27/10/2014","Informal","14.680","14.580"
"27/10/2014","Bolsa","13.570","13.570"
"28/10/2014","Casas de cambio","8.500","8.490"
"28/10/2014","Informal","14.620","14.580"
"28/10/2014","Bolsa","13.670","13.670"
"29/10/2014","Casas de cambio","8.500","8.490"
"29/10/2014","Informal","14.530","14.500"
"29/10/2014","Bolsa","13.200","13.200"
"29/10/2014","Casas de cambio","8.500","8.400"
"29/10/2014","Informal","14.300","14.100"
"29/10/2014","Bolsa","13.110","13.110"
"3/11/2014","Casas de cambio","8.510","8.430"
"3/11/2014","Informal","13.900","13.900"
"3/11/2014","Bolsa","13.100","13.100"
"4/11/2014","Casas de cambio","8.520","8.470"
"4/11/2014","Informal","13.600","13.500"
"4/11/2014","Bolsa","13.350","13.350"
"5/11/2014","Casas de cambio","8.510","8.470"
"5/11/2014","Informal","13.500","13.480"
"5/11/2014","Bolsa","13.350","13.35"
"6/11/2014","Casas de cambio","8.500","8.470"
"6/11/2014","Informal","13.5","13.500"
"6/11/2014","Bolsa","13.270","13.270"
"7/11/2014","Casas de cambio","8.510","8.510"
"7/11/2014","Informal","13.1","13.08"
"7/11/2014","Bolsa","13.270","13.270"
"10/11/2014","Casas de cambio","8.520","8.500"
"10/11/2014","Informal","12.400","12.350"
"10/11/2014","Bolsa","12.940","12.940"
"11/11/2014","Casas de cambio","8.510","8.500"
"11/11/2014","Informal","13.150","12.950"
"11/11/2014","Bolsa","12.640","12.640"
"12/11/2014","Casas de cambio","8.510","8.500"
"12/11/2014","Informal","13.150","12.950"
"12/11/2014","Bolsa","12.700","12.700"
"13/11/2014","Casas de cambio","8.510","8.470"
"13/11/2014","Informal","13.450","13.200"
"13/11/2014","Bolsa","12.400","12.400"
"14/11/2014","Casas de cambio","8.510","8.470"
"14/11/2014","Informal","13.380","13.200"
"14/11/2014","Bolsa","12.300","12.300"
"17/11/2014","Casas de cambio","8.510","8.470"
"17/11/2014","Informal","13.380","13.350"
"17/11/2014","Bolsa","12.300","12.300"
"18/11/2014","Casas de cambio","8.520","8.470"
"18/11/2014","Informal","13.480","13.380"
"18/11/2014","Bolsa","12.270","12.270"
"19/11/2014","Casas de cambio","8.520","8.480"
"19/11/2014","Informal","13.550","13.450"
"19/11/2014","Bolsa","11.980","11.980"
"20/11/2014","Casas de cambio","8.520","8.500"
"20/11/2014","Informal","13.550","13.450"
"20/11/2014","Bolsa","11.990","11.990"
"21/11/2014","Casas de cambio","8.520","8.480"
"21/11/2014","Informal","13.380","13.280"
"21/11/2014","Bolsa","11.950","11.950"
"25/11/2014","Casas de cambio","8.520","8.480"
"25/11/2014","Informal","13.380","13.280"
"25/11/2014","Bolsa","12.060","12.060"
"26/11/2014","Casas de cambio","8.530","8.500"
"26/11/2014","Informal","13.300","13.280"
"26/11/2014","Bolsa","11.840","11.840"
"27/11/2014","Casas de cambio","8.520","8.500"
"27/11/2014","Informal","13.300","13.280"
"27/11/2014","Bolsa","11.930","11.930"
"1/12/2014","Casas de cambio","8.530","8.430"
"1/12/2014","Informal","13.000","12.800"
"1/12/2014","Bolsa","11.920","11.920"
"2/12/2014","Casas de cambio","8.540","8.440"
"2/12/2014","Informal","12.900","12.700"
"2/12/2014","Bolsa","11.990","11.990"
"3/12/2014","Casas de cambio","8.540","8.440"
"3/12/2014","Informal","13.080","12.980"
"3/12/2014","Bolsa","11.970","11.970"
"4/12/2014","Casas de cambio","8.550","8.440"
"4/12/2014","Informal","13.050","12.980"
"4/12/2014","Bolsa","12.040","12.040"
"5/12/2014","Casas de cambio","8.550","8.510"
"5/12/2014","Informal","12.780","12.580"
"5/12/2014","Bolsa","12.030","12.030"
"10/12/2014","Casas de cambio","8.560","8.470"
"10/12/2014","Informal","12.760","12.560"
