"Fecha","Tipo de dólar","Precio de venta","Precio de compra"
"4/06/2012","Informal","5.950",""
"5/06/2012","Casas de cambio","4.500",""
"5/06/2012","Informal","5.950",""
"6/06/2012","Casas de cambio","4.510",""
"6/06/2012","Informal","5.950",""
"7/06/2012","Casas de cambio","4.515",""
"7/06/2012","Informal","5.950",""
"8/06/2012","Casas de cambio","4.515",""
"8/06/2012","Informal","5.950",""
"11/06/2012","Casas de cambio","4.515",""
"11/06/2012","Informal","5.950",""
"12/06/2012","Casas de cambio","4.515",""
"12/06/2012","Informal","5.920",""
"13/06/2012","Casas de cambio","4.515",""
"13/06/2012","Informal","5.920",""
"14/06/2012","Casas de cambio","4.515",""
"14/06/2012","Informal","5.930",""
"15/06/2012","Casas de cambio","4.515",""
"15/06/2012","Informal","5.930",""
"18/06/2012","Casas de cambio","4.515",""
"18/06/2012","Informal","5.920",""
"19/06/2012","Casas de cambio","4.515",""
"19/06/2012","Informal","5.940",""
"21/06/2012","Casas de cambio","4.525",""
"21/06/2012","Informal","5.980",""
"22/06/2012","Casas de cambio","4.525",""
"22/06/2012","Informal","5.980",""
"25/06/2012","Casas de cambio","4.530",""
"25/06/2012","Informal","5.980",""
"26/06/2012","Casas de cambio","4.530",""
"26/06/2012","Informal","5.940",""
"27/06/2012","Casas de cambio","4.530",""
"27/06/2012","Informal","5.950",""
"28/06/2012","Casas de cambio","4.540",""
"28/06/2012","Informal","5.980",""
"29/06/2012","Casas de cambio","4.545",""
"29/06/2012","Informal","5.950",""
"2/07/2012","Casas de cambio","4.550",""
"2/07/2012","Informal","5.960",""
"3/07/2012","Casas de cambio","4.550",""
"3/07/2012","Informal","5.960",""
"4/07/2012","Casas de cambio","4.560",""
"4/07/2012","Informal","5.960",""
"5/07/2012","Casas de cambio","4.570",""
"5/07/2012","Informal","5.970",""
"11/07/2012","Casas de cambio","4.575",""
"11/07/2012","Informal","6.000",""
"12/07/2012","Casas de cambio","4.580",""
"12/07/2012","Informal","6.100",""
"13/07/2012","Casas de cambio","4.580",""
"13/07/2012","Informal","6.170",""
"16/07/2012","Casas de cambio","4.585",""
"16/07/2012","Informal","6.310",""
"17/07/2012","Casas de cambio","4.585",""
"17/07/2012","Informal","6.550",""
"18/07/2012","Casas de cambio","4.590",""
"18/07/2012","Informal","6.800",""
"19/07/2012","Casas de cambio","4.580",""
"19/07/2012","Informal","6.800",""
"20/07/2012","Casas de cambio","4.585",""
"20/07/2012","Informal","6.450",""
"23/07/2012","Casas de cambio","4.585",""
"23/07/2012","Informal","6.420",""
"24/07/2012","Casas de cambio","4.590",""
"24/07/2012","Informal","6.430",""
"25/07/2012","Casas de cambio","4.595",""
"25/07/2012","Informal","6.450",""
"26/07/2012","Casas de cambio","4.595",""
"26/07/2012","Informal","6.420",""
"27/07/2012","Casas de cambio","4.595",""
"27/07/2012","Informal","6.450",""
"30/07/2012","Casas de cambio","4.600",""
"30/07/2012","Informal","6.370",""
"31/07/2012","Casas de cambio","4.600",""
"31/07/2012","Informal","6.320",""
"1/08/2012","Casas de cambio","4.600",""
"1/08/2012","Informal","6.270",""
"2/08/2012","Casas de cambio","4.605",""
"2/08/2012","Informal","6.210",""
"3/08/2012","Casas de cambio","4.605",""
"3/08/2012","Informal","6.200",""
"6/08/2012","Casas de cambio","4.610",""
"6/08/2012","Informal","6.210",""
"7/08/2012","Casas de cambio","4.615",""
"7/08/2012","Informal","6.260",""
"8/08/2012","Casas de cambio","4.615",""
"8/08/2012","Informal","6.260",""
"9/08/2012","Casas de cambio","4.615",""
"9/08/2012","Informal","6.260",""
"10/08/2012","Casas de cambio","4.620",""
"10/08/2012","Informal","6.270",""
"13/08/2012","Casas de cambio","4.625",""
"13/08/2012","Informal","6.280",""
"14/08/2012","Casas de cambio","4.630",""
"14/08/2012","Informal","6.300",""
"15/08/2012","Casas de cambio","4.630",""
"15/08/2012","Informal","6.320",""
"16/08/2012","Casas de cambio","4.630",""
"16/08/2012","Informal","6.330",""
"17/08/2012","Casas de cambio","4.635",""
"17/08/2012","Informal","6.330",""
"21/08/2012","Casas de cambio","4.635",""
"21/08/2012","Informal","6.350",""
"22/08/2012","Casas de cambio","4.640",""
"22/08/2012","Informal","6.400",""
"23/08/2012","Casas de cambio","4.640",""
"23/08/2012","Informal","6.420",""
"24/08/2012","Casas de cambio","4.640",""
"24/08/2012","Informal","6.410",""
"27/08/2012","Casas de cambio","4.640",""
"27/08/2012","Informal","6.380",""
"28/08/2012","Casas de cambio","4.650",""
"28/08/2012","Informal","6.380",""
"29/08/2012","Informal","6.370",""
"29/08/2012","Casas de cambio","4.650",""
"30/08/2012","Informal","6.370",""
"30/08/2012","Casas de cambio","4.650",""
"31/08/2012","Informal","6.370",""
"31/08/2012","Casas de cambio","4.655",""
"3/09/2012","Informal","6.340",""
"3/09/2012","Casas de cambio","4.655",""
"4/09/2012","Informal","6.350",""
"4/09/2012","Casas de cambio","4.655",""
"5/09/2012","Informal","6.350",""
"5/09/2012","Casas de cambio","4.665",""
"6/09/2012","Informal","6.340",""
"6/09/2012","Casas de cambio","4.670",""
"7/09/2012","Informal","6.330",""
"7/09/2012","Casas de cambio","4.675",""
"10/09/2012","Informal","6.330",""
"10/09/2012","Casas de cambio","4.660",""
"11/09/2012","Informal","6.300",""
"11/09/2012","Casas de cambio","4.660",""
"12/09/2012","Informal","6.320",""
"12/09/2012","Casas de cambio","4.660",""
"13/09/2012","Informal","6.300",""
"13/09/2012","Casas de cambio","4.663",""
"14/09/2012","Informal","6.310",""
"14/09/2012","Casas de cambio","4.670",""
"17/09/2012","Informal","6.300",""
"17/09/2012","Casas de cambio","4.673",""
"18/09/2012","Informal","6.310",""
"18/09/2012","Casas de cambio","4.675",""
"19/09/2012","Casas de cambio","4.680",""
"19/09/2012","Informal","6.310",""
"20/09/2012","Informal","6.320",""
"20/09/2012","Casas de cambio","4.680",""
"21/09/2012","Informal","6.320",""
"21/09/2012","Casas de cambio","4.680",""
"25/09/2012","Informal","6.320",""
"25/09/2012","Casas de cambio","4.680",""
"26/09/2012","Informal","6.290",""
"26/09/2012","Casas de cambio","4.680",""
"27/09/2012","Informal","6.300",""
"27/09/2012","Casas de cambio","4.680",""
"28/09/2012","Informal","6.300",""
"28/09/2012","Casas de cambio","4.680",""
"1/10/2012","Informal","6.260",""
"1/10/2012","Casas de cambio","4.680",""
"2/10/2012","Informal","6.260",""
"2/10/2012","Casas de cambio","4.680",""
"3/10/2012","Informal","6.250",""
"3/10/2012","Casas de cambio","4.680",""
"4/10/2012","Informal","6.190",""
"4/10/2012","Casas de cambio","4.680",""
"5/10/2012","Informal","6.180",""
"5/10/2012","Casas de cambio","4.680",""
"9/10/2012","Informal","6.200",""
"9/10/2012","Casas de cambio","4.680",""
"10/10/2012","Informal","6.210",""
"10/10/2012","Casas de cambio","4.680",""
"11/10/2012","Informal","6.210",""
"11/10/2012","Casas de cambio","4.680",""
"12/10/2012","Informal","6.200",""
"12/10/2012","Casas de cambio","4.680",""
"15/10/2012","Informal","6.200",""
"15/10/2012","Casas de cambio","4.680",""
"16/10/2012","Informal","6.220",""
"16/10/2012","Casas de cambio","4.680",""
"17/10/2012","Informal","6.330",""
"17/10/2012","Casas de cambio","4.680",""
"18/10/2012","Informal","6.320",""
"18/10/2012","Casas de cambio","4.750",""
"19/10/2012","Informal","6.310",""
"19/10/2012","Casas de cambio","4.755",""
"22/10/2012","Informal","6.280",""
"22/10/2012","Casas de cambio","4.755",""
"23/10/2012","Informal","6.320",""
"23/10/2012","Casas de cambio","4.760",""
"24/10/2012","Casas de cambio","4.765",""
"24/10/2012","Informal","6.370",""
"25/10/2012","Casas de cambio","4.770",""
"25/10/2012","Informal","6.370",""
"26/10/2012","Casas de cambio","4.770",""
"26/10/2012","Informal","6.380",""
"29/10/2012","Casas de cambio","4.770",""
"29/10/2012","Informal","6.350",""
"30/10/2012","Casas de cambio","4.775",""
"30/10/2012","Informal","6.360",""
"31/10/2012","Casas de cambio","4.775",""
"31/10/2012","Informal","6.340",""
"1/11/2012","Casas de cambio","4.785",""
"1/11/2012","Informal","6.340",""
"2/11/2012","Casas de cambio","4.785",""
"2/11/2012","Informal","6.330",""
"5/11/2012","Casas de cambio","4.790",""
"5/11/2012","Informal","6.340",""
"7/11/2012","Casas de cambio","4.790",""
"7/11/2012","Informal","6.300",""
"8/11/2012","Casas de cambio","4.790",""
"8/11/2012","Informal","6.330",""
"9/11/2012","Casas de cambio","4.795",""
"9/11/2012","Informal","6.330",""
"12/11/2012","Casas de cambio","4.795",""
"12/11/2012","Informal","6.320",""
"13/11/2012","Casas de cambio","4.800",""
"13/11/2012","Informal","6.320",""
"14/11/2012","Casas de cambio","4.805",""
"14/11/2012","Informal","6.350",""
"15/11/2012","Casas de cambio","4.805",""
"15/11/2012","Informal","6.350",""
"16/11/2012","Casas de cambio","4.810",""
"16/11/2012","Informal","6.400",""
"19/11/2012","Casas de cambio","4.810",""
"19/11/2012","Informal","6.360",""
"20/11/2012","Casas de cambio","4.815",""
"20/11/2012","Informal","6.360",""
"21/11/2012","Casas de cambio","4.820",""
"21/11/2012","Informal","6.380",""
"22/11/2012","Casas de cambio","4.835",""
"22/11/2012","Informal","6.410",""
"23/11/2012","Casas de cambio","4.840",""
"23/11/2012","Informal","6.460",""
"27/11/2012","Casas de cambio","4.850",""
"27/11/2012","Informal","6.450",""
"28/11/2012","Casas de cambio","4.850",""
"28/11/2012","Informal","6.470",""
"29/11/2012","Casas de cambio","4.855",""
"29/11/2012","Informal","6.440",""
"30/11/2012","Casas de cambio","4.855",""
"30/11/2012","Informal","6.440",""
"3/12/2012","Casas de cambio","4.855",""
"3/12/2012","Informal","6.440",""
"4/12/2012","Casas de cambio","4.860",""
"4/12/2012","Informal","6.440",""
"5/12/2012","Casas de cambio","4.865",""
"5/12/2012","Informal","6.440",""
"6/12/2012","Casas de cambio","4.870",""
"6/12/2012","Informal","6.440",""
"7/12/2012","Casas de cambio","4.875",""
"7/12/2012","Informal","6.470",""
"10/12/2012","Casas de cambio","4.880",""
"10/12/2012","Informal","6.450",""
"11/12/2012","Casas de cambio","4.880",""
"11/12/2012","Informal","6.440",""
"12/12/2012","Casas de cambio","4.880",""
"12/12/2012","Informal","6.480",""
"13/12/2012","Casas de cambio","4.885",""
"13/12/2012","Informal","6.520",""
"14/12/2012","Casas de cambio","4.885",""
"14/12/2012","Informal","6.530",""
"17/12/2012","Casas de cambio","4.895",""
"17/12/2012","Informal","6.520",""
"18/12/2012","Casas de cambio","4.900",""
"18/12/2012","Informal","6.530",""
"19/12/2012","Casas de cambio","4.900",""
"19/12/2012","Informal","6.550",""
"20/12/2012","Casas de cambio","4.910",""
"20/12/2012","Informal","6.630",""
"21/12/2012","Casas de cambio","4.910",""
"21/12/2012","Informal","6.610",""
"26/12/2012","Casas de cambio","4.925",""
"26/12/2012","Informal","6.640",""
"27/12/2012","Casas de cambio","4.925",""
"27/12/2012","Informal","6.780",""
"28/12/2012","Casas de cambio","4.930",""
"28/12/2012","Informal","6.800",""
"2/01/2013","Casas de cambio","4.935",""
"2/01/2013","Informal","6.910",""
"3/01/2013","Casas de cambio","4.935",""
"3/01/2013","Informal","7.070",""
"4/01/2013","Informal","7.070",""
"4/01/2013","Casas de cambio","4.935",""
"7/01/2013","Informal","7.040",""
"7/01/2013","Casas de cambio","4.945",""
"8/01/2013","Casas de cambio","4.945",""
"8/01/2013","Informal","7.050",""
"9/01/2013","Casas de cambio","4.940",""
"9/01/2013","Informal","7.070",""
"10/01/2013","Casas de cambio","4.955",""
"10/01/2013","Informal","7.250",""
"11/01/2013","Casas de cambio","4.960",""
"11/01/2013","Informal","7.200",""
"14/01/2013","Casas de cambio","4.960",""
"14/01/2013","Informal","7.200",""
"15/01/2013","Casas de cambio","4.960",""
"15/01/2013","Informal","7.340",""
"16/01/2013","Informal","7.500",""
"16/01/2013","Casas de cambio","4.960",""
"17/01/2013","Informal","7.540",""
"17/01/2013","Casas de cambio","4.960",""
"18/01/2013","Informal","7.470",""
"18/01/2013","Casas de cambio","4.960",""
"22/01/2013","Informal","7.440",""
"22/01/2013","Casas de cambio","4.960",""
"23/01/2013","Casas de cambio","4.975",""
"23/01/2013","Informal","7.520",""
"24/01/2013","Casas de cambio","4.970",""
"24/01/2013","Informal","7.560",""
"25/01/2013","Casas de cambio","4.980",""
"25/01/2013","Informal","7.620",""
"27/01/2013","Casas de cambio","4.964",""
"27/01/2013","Informal","7.660",""
"28/01/2013","Casas de cambio","4.980",""
"28/01/2013","Informal","7.660",""
"29/01/2013","Casas de cambio","4.990",""
"29/01/2013","Informal","7.800",""
"30/01/2013","Casas de cambio","4.980",""
"30/01/2013","Informal","7.930",""
"1/02/2013","Casas de cambio","4.990",""
"1/02/2013","Informal","7.920",""
"4/02/2013","Casas de cambio","4.990",""
"4/02/2013","Informal","7.720",""
"5/02/2013","Casas de cambio","4.990",""
"5/02/2013","Informal","7.580",""
"6/02/2013","Casas de cambio","4.990",""
"6/02/2013","Informal","7.700",""
"7/02/2013","Casas de cambio","4.990",""
"7/02/2013","Informal","7.700",""
"8/02/2013","Casas de cambio","5.005",""
"8/02/2013","Informal","7.670",""
"13/02/2013","Casas de cambio","5.000",""
"13/02/2013","Informal","7.650",""
"14/02/2013","Casas de cambio","5.010",""
"14/02/2013","Informal","7.660",""
"15/02/2013","Informal","7.710",""
"15/02/2013","Casas de cambio","5.010",""
"18/02/2013","Casas de cambio","5.025",""
"18/02/2013","Informal","7.700",""
"19/02/2013","Casas de cambio","5.025",""
"19/02/2013","Informal","7.810",""
"21/02/2013","Casas de cambio","5.035","5.010"
"21/02/2013","Informal","7.830",""
"25/02/2013","Informal","7.800","7.780"
"25/02/2013","Casas de cambio","5.045","5.005"
"26/02/2013","Casas de cambio","5.070","5.010"
"26/02/2013","Informal","7.820","7.780"
"27/02/2013","Casas de cambio","5.070","5.020"
"27/02/2013","Informal","7.820","7.800"
"28/02/2013","Casas de cambio","5.070","5.020"
"28/02/2013","Informal","7.840","7.820"
"1/03/2013","Casas de cambio","5.090","5.040"
"1/03/2013","Informal","7.840","7.820"
"4/03/2013","Casas de cambio","5.080","5.030"
"4/03/2013","Informal","7.830","7.810"
"5/03/2013","Casas de cambio","5.090","5.040"
"5/03/2013","Informal","7.820","7.800"
"6/03/2013","Casas de cambio","5.010","5.065"
"6/03/2013","Informal","7.830","7.810"
"7/03/2013","Casas de cambio","5.090","5.040"
"7/03/2013","Informal","7.820","7.800"
"8/03/2013","Casas de cambio","5.070","5.015"
"8/03/2013","Informal","7.830","7.810"
"11/03/2013","Casas de cambio","5.090","5.040"
"11/03/2013","Informal","7.820","7.800"
"12/03/2013","Casas de cambio","5.085","5.030"
"12/03/2013","Informal","7.840","7.820"
"13/03/2013","Casas de cambio","5.085","5.030"
"13/03/2013","Informal","7.920","7.900"
"14/03/2013","Casas de cambio","5.095","5.040"
"14/03/2013","Informal","7.990","7.970"
"15/03/2013","Casas de cambio","5.095","5.040"
"15/03/2013","Informal","8.050","8.030"
"18/03/2013","Casas de cambio","5.105","5.050"
"18/03/2013","Informal","8.080","8.060"
"19/03/2013","Casas de cambio","5.105","5.050"
"19/03/2013","Informal","8.270","8.250"
"20/03/2013","Casas de cambio","5.130","5.080"
"20/03/2013","Informal","8.750","8.700"
"21/03/2013","Casas de cambio","5.110","5.055"
"21/03/2013","Informal","8.500","8.400"
"25/03/2013","Casas de cambio","5.060","5.150"
"25/03/2013","Informal","8.350","8.220"
"26/03/2013","Casas de cambio","5.125","5.070"
"26/03/2013","Informal","8.300","8.250"
"27/03/2013","Casas de cambio","5.130","5.080"
"27/03/2013","Informal","8.470","8.380"
"3/04/2013","Casas de cambio","5.140","5.100"
"3/04/2013","Informal","8.300","8.250"
"4/04/2013","Casas de cambio","5.140","5.105"
"4/04/2013","Informal","8.320","8.300"
"5/04/2013","Casas de cambio","5.14","5.105"
"5/04/2013","Informal","8.400","8.370"
"8/04/2013","Casas de cambio","5.145","5.105"
"8/04/2013","Informal","8.330","8.300"
"9/04/2013","Casas de cambio","5.145","5.110"
"9/04/2013","Informal","8.370","8.340"
"10/04/2013","Casas de cambio","5.150","5.110"
"10/04/2013","Informal","8.390","8.370"
"11/04/2013","Casas de cambio","5.155","5.115"
"11/04/2013","Informal","8.440","8.420"
"12/04/2013","Casas de cambio","5.140","5.115"
"12/04/2013","Informal","8.430","8.410"
"15/04/2013","Casas de cambio","5.160","5.120"
"15/04/2013","Informal","8.420","8.400"
"16/04/2013","Casas de cambio","5.165","5.130"
"16/04/2013","Informal","8.520","8.500"
"17/04/2013","Casas de cambio","5.170","5.130"
"17/04/2013","Informal","8.700","8.670"
"18/04/2013","Casas de cambio","5.170","5.130"
"18/04/2013","Informal","8.660","8.630"
"19/04/2013","Casas de cambio","5.170","5.130"
"19/04/2013","Informal","8.630","8.600"
"22/04/2013","Casas de cambio","5.175","5.135"
"22/04/2013","Informal","8.670","8.630"
"23/04/2013","Casas de cambio","5.175","5.135"
"23/04/2013","Informal","8.860","8.820"
"24/04/2013","Casas de cambio","5.185","5.145"
"24/04/2013","Informal","8.940","8.910"
"25/04/2013","Casas de cambio","5.185","5.145"
"25/04/2013","Informal","9.200","9.160"
"26/04/2013","Casas de cambio","5.185","5.150"
"26/04/2013","Informal","9.340","9.300"
"29/04/2013","Casas de cambio","5.190","5.150"
"29/04/2013","Informal","9.300","9.270"
"30/04/2013","Casas de cambio","5.195","5.155"
"30/04/2013","Informal","9.400","9.370"
"2/05/2013","Casas de cambio","5.200","5.160"
"2/05/2013","Informal","9.630","9.600"
"3/05/2013","Casas de cambio","5.210","5.170"
"3/05/2013","Informal","9.880","9.840"
"6/05/2013","Casas de cambio","5.220","5.180"
"6/05/2013","Informal","9.870","9.830"
"7/05/2013","Casas de cambio","5.220","5.180"
"7/05/2013","Informal","10.080","10.040"
"8/05/2013","Casas de cambio","5.225","5.185"
"8/05/2013","Informal","10.450","10.400"
"9/05/2013","Casas de cambio","5.230","5.190"
"9/05/2013","Informal","10.030","9.980"
"10/05/2013","Casas de cambio","5.240","5.200"
"10/05/2013","Informal","10.030","9.980"
"13/05/2013","Casas de cambio","5.250","5.210"
"13/05/2013","Informal","10.030","9.980"
"14/05/2013","Casas de cambio","5.250","5.210"
"14/05/2013","Informal","9.200","9.150"
"15/05/2013","Casas de cambio","5.250","5.210"
"15/05/2013","Informal","9.050","9.000"
"16/05/2013","Casas de cambio","5.245","5.190"
"16/05/2013","Informal","8.950","8.900"
"17/05/2013","Casas de cambio","5.245","5.190"
"17/05/2013","Informal","8.950","8.900"
"20/05/2013","Casas de cambio","5.250","5.190"
"20/05/2013","Informal","8.900","8.860"
"21/05/2013","Casas de cambio","5.255","5.200"
"21/05/2013","Informal","8.580","8.530"
"22/05/2013","Casas de cambio","5.265","5.210"
"22/05/2013","Informal","8.430","8.380"
"23/05/2013","Casas de cambio","5.270","5.215"
"23/05/2013","Informal","8.800","8.750"
"24/05/2013","Casas de cambio","5.275","5.220"
"24/05/2013","Informal","8.950","8.900"
"27/05/2013","Casas de cambio","5.275","5.220"
"27/05/2013","Informal","8.920","8.870"
"28/05/2013","Casas de cambio","5.280","5.225"
"28/05/2013","Informal","8.880","8.830"
"29/05/2013","Casas de cambio","5.280","5.225"
"29/05/2013","Informal","8.880","8.830"
"30/05/2013","Casas de cambio","5.290","5.235"
"30/05/2013","Informal","8.870","8.820"
"31/05/2013","Casas de cambio","5.290","5.235"
"31/05/2013","Informal","8.800","8.750"
"3/06/2013","Casas de cambio","5.295","5.240"
"3/06/2013","Informal","8.600","8.550"
"4/06/2013","Casas de cambio","5.295","5.240"
"4/06/2013","Informal","8.500","8.450"
"5/06/2013","Casas de cambio","5.300","5.245"
"5/06/2013","Informal","8.550","8.500"
"6/06/2013","Casas de cambio","5.300","5.245"
"6/06/2013","Informal","8.570","8.520"
"7/06/2013","Casas de cambio","5.300","5.245"
"7/06/2013","Informal","8.570","8.520"
"10/06/2013","Casas de cambio","5.315","5.260"
"10/06/2013","Informal","8.570","8.520"
"11/06/2013","Casas de cambio","5.320","5.265"
"11/06/2013","Informal","8.570","8.520"
"12/06/2013","Casas de cambio","5.325","5.270"
"12/06/2013","Informal","8.570","8.520"
"13/06/2013","Casas de cambio","5.335","5.280"
"13/06/2013","Informal","8.570","8.520"
"14/06/2013","Casas de cambio","5.335","5.280"
"14/06/2013","Informal","8.570","8.520"
"17/06/2013","Casas de cambio","5.340","5.290"
"17/06/2013","Informal","8.570","8.520"
"18/06/2013","Casas de cambio","5.350","5.295"
"18/06/2013","Informal","8.570","8.520"
"19/06/2013","Casas de cambio","5.355","5.300"
"19/06/2013","Informal","8.570","8.520"
"24/06/2013","Casas de cambio","5.370","5.315"
"24/06/2013","Informal","8.050","8.000"
"25/06/2013","Casas de cambio","5.370","5.315"
"25/06/2013","Informal","8.130","8.080"
"26/06/2013","Casas de cambio","5.375","5.320"
"26/06/2013","Informal","8.130","8.080"
"27/06/2013","Casas de cambio","5.385","5.330"
"27/06/2013","Informal","8.130","8.080"
"28/06/2013","Casas de cambio","5.390","5.335"
"28/06/2013","Informal","8.130","8.080"
"1/07/2013","Casas de cambio","5.395","5.340"
"1/07/2013","Informal","8.050","8.000"
"2/07/2013","Casas de cambio","5.400","5.345"
"2/07/2013","Informal","7.930","7.880"
"3/07/2013","Casas de cambio","5.400","5.345"
"3/07/2013","Informal","7.950","7.900"
"4/07/2013","Casas de cambio","5.415","5.360"
"4/07/2013","Informal","7.980","7.930"
"5/07/2013","Casas de cambio","5.415","5.358"
"5/07/2013","Informal","7.960","7.920"
"8/07/2013","Casas de cambio","5.415","5.355"
"8/07/2013","Informal","7.980","7.793"
"10/07/2013","Casas de cambio","5.420","5.360"
"10/07/2013","Informal","8.090","8.020"
"11/07/2013","Casas de cambio","5.425","5.365"
"11/07/2013","Informal","8.200","8.160"
"12/07/2013","Casas de cambio","5.430","5.370"
"12/07/2013","Informal","8.300","8.250"
"15/07/2013","Casas de cambio","5.440","5.380"
"15/07/2013","Informal","8.580","8.530"
"16/07/2013","Casas de cambio","5.445","5.385"
"16/07/2013","Informal","8.750","8.700"
"17/07/2013","Casas de cambio","5.445","5.385"
"17/07/2013","Informal","8.850","8.800"
"22/07/2013","Casas de cambio","5.460","5.410"
"22/07/2013","Informal","8.850","8.800"
"23/07/2013","Casas de cambio","5.490","5.440"
"23/07/2013","Informal","8.660","8.610"
"29/07/2013","Casas de cambio","5.500","5.440"
"29/07/2013","Informal","8.660","8.610"
"30/07/2013","Casas de cambio","5.505","5.445"
"30/07/2013","Informal","8.630","8.570"
"31/07/2013","Casas de cambio","5.510","5.450"
"31/07/2013","Informal","8.640","8.580"
"5/08/2013","Casas de cambio","5.520","5.470"
"5/08/2013","Informal","8.560","8.510"
"8/08/2013","Casas de cambio","5.540","5.490"
"8/08/2013","Informal","8.900","8.600"
"9/08/2013","Casas de cambio","5.550","5.500"
"9/08/2013","Informal","8.820","8.780"
"12/08/2013","Casas de cambio","5.560","5.510"
"12/08/2013","Informal","8.750","8.700"
"13/08/2013","Casas de cambio","5.560","5.520"
"13/08/2013","Informal","8.790","8.730"
"14/08/2013","Casas de cambio","5.570","5.520"
"14/08/2013","Informal","8.940","8.890"
"15/08/2013","Casas de cambio","5.580","5.520"
"15/08/2013","Informal","8.950","8.900"
"16/08/2013","Casas de cambio","5.580","5.520"
"16/08/2013","Informal","8.950","8.900"
"20/08/2013","Casas de cambio","5.600","5.560"
"20/08/2013","Informal","8.970","8.930"
"21/08/2013","Casas de cambio","5.610","5.570"
"21/08/2013","Informal","9.040","8.980"
"22/08/2013","Casas de cambio","5.610","5.570"
"22/08/2013","Informal","9.140","9.080"
"23/08/2013","Casas de cambio","5.620","5.580"
"23/08/2013","Informal","9.200","9.140"
"26/08/2013","Casas de cambio","5.640","5.580"
"26/08/2013","Informal","9.200","9.140"
"27/08/2013","Casas de cambio","5.640","5.580"
"27/08/2013","Informal","9.520","9.400"
"28/08/2013","Casas de cambio","5.650","5.590"
"28/08/2013","Informal","9.500","9.450"
"2/09/2013","Casas de cambio","5.680","5.630"
"2/09/2013","Informal","9.300","9.450"
"5/09/2013","Casas de cambio","5.710","5.680"
"5/09/2013","Informal","9.270","9.230"
"6/09/2013","Casas de cambio","5.710","5.650"
"6/09/2013","Informal","9.300","9.250"
"10/09/2013","Casas de cambio","5.710","5.650"
"10/09/2013","Informal","9.160","9.110"
"11/09/2013","Casas de cambio","5.720","5.680"
"11/09/2013","Informal","9.250","9.200"
"12/09/2013","Casas de cambio","5.730","5.670"
"12/09/2013","Informal","9.260","9.210"
"16/09/2013","Casas de cambio","5.740","5.680"
"16/09/2013","Informal","9.300","9.250"
"17/09/2013","Casas de cambio","5.740","5.680"
"17/09/2013","Informal","9.300","9.250"
"18/09/2013","Casas de cambio","5.740","5.680"
"18/09/2013","Informal","9.330","9.250"
"19/09/2013","Casas de cambio","5.760","5.690"
"19/09/2013","Informal","9.350","9.270"
"20/09/2013","Casas de cambio","5.760","5.710"
"20/09/2013","Informal","9.400","9.320"
"23/09/2013","Casas de cambio","5.770","5.720"
"23/09/2013","Informal","9.400","9.320"
"24/09/2013","Casas de cambio","5.770","5.730"
"24/09/2013","Informal","9.420","9.340"
"25/09/2013","Casas de cambio","5.770","5.730"
"25/09/2013","Informal","9.560","9.480"
"26/09/2013","Casas de cambio","5.770","5.730"
"26/09/2013","Informal","9.540","9.460"
"30/09/2013","Casas de cambio","5.790","5.750"
"30/09/2013","Informal","9.540","9.460"
"1/10/2013","Casas de cambio","5.790","5.750"
"1/10/2013","Informal","9.540","9.460"
"2/10/2013","Casas de cambio","5.800","5.760"
"2/10/2013","Informal","9.540","9.460"
"3/10/2013","Casas de cambio","5.810","5.770"
"3/10/2013","Informal","9.600","9.520"
"8/10/2013","Casas de cambio","5.820","5.770"
"8/10/2013","Informal","9.580","9.500"
"10/10/2013","Casas de cambio","5.830","5.780"
"10/10/2013","Informal","9.720","9.640"
"15/10/2013","Casas de cambio","5.830","5.780"
"15/10/2013","Informal","9.820","9.740"
"16/10/2013","Casas de cambio","5.840","5.790"
"16/10/2013","Informal","9.600","9.520"
"21/10/2013","Casas de cambio","5.860","5.820"
"21/10/2013","Informal","9.900","9.820"
"22/10/2013","Casas de cambio","5.870","5.830"
"22/10/2013","Informal","10.000","9.880"
"25/10/2013","Casas de cambio","5.870","5.830"
"25/10/2013","Informal","10.100","9.880"
"28/10/2013","Casas de cambio","5.890","5.840"
"28/10/2013","Informal","10.080","10.000"
"29/10/2013","Casas de cambio","5.890","5.840"
"29/10/2013","Informal","9.920","9.820"
"30/10/2013","Casas de cambio","5.900","5.840"
"30/10/2013","Informal","9.920","9.820"
"31/10/2013","Casas de cambio","5.910","5.850"
"31/10/2013","Informal","9.980","9.900"
"5/11/2013","Casas de cambio","5.950","5.900"
"5/11/2013","Informal","9.930","9.850"
"11/11/2013","Casas de cambio","5.970","5.920"
"11/11/2013","Informal","9.870","9.790"
"12/11/2013","Casas de cambio","5.970","5.920"
"12/11/2013","Informal","9.830","9.750"
"13/11/2013","Casas de cambio","5.980","5.930"
"13/11/2013","Informal","9.820","9.760"
"14/11/2013","Casas de cambio","5.980","5.930"
"14/11/2013","Informal","9.860","9.780"
"19/11/2013","Casas de cambio","6.030","5.980"
"19/11/2013","Informal","9.870","9.790"
"20/11/2013","Casas de cambio","6.030","5.980"
"20/11/2013","Informal","9.920","9.840"
"21/11/2013","Casas de cambio","6.050","6.000"
"21/11/2013","Informal","9.930","9.850"
"26/11/2013","Casas de cambio","6.080","6.030"
"26/11/2013","Informal","9.920","9.840"
"27/11/2013","Casas de cambio","6.090","6.040"
"27/11/2013","Informal","9.810","9.730"
"28/11/2013","Casas de cambio","6.120","6.070"
